,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
6516,-77.6219236641119,43.186831319167794,80105,"1684 St Paul St, Rochester, NY, 14621",2018,6,1200,2018-06-29T12:00:00.000Z,2018,6,1200,2018-06-29T12:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,43.1868045,-77.62195249999999
6517,-77.58968532791229,43.147638287877996,80123,"148 Harvard St, Rochester, NY, 14607",2018,8,1930,2018-08-24T19:30:00.000Z,2018,8,835,2018-08-25T08:35:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1476732,-77.5896568
6518,-77.63575056469291,43.175032920688,80124,"241 Ravine Ave, Rochester, NY, 14613",2018,7,1600,2018-07-14T16:00:00.000Z,2018,7,700,2018-07-15T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.174999,-77.6357699
6519,-77.63660608133429,43.1451732768353,80132,"18 Superior Ter, Rochester, NY, 14611",2018,1,1015,2018-01-17T10:15:00.000Z,2018,1,1026,2018-01-17T10:26:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1451607,-77.6365977
6520,-77.6345914234908,43.1784131345852,80133,"54 Tacoma St, Rochester, NY, 14613",2018,2,1830,2018-02-16T18:30:00.000Z,2018,2,1500,2018-02-17T15:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,43.1783819,-77.6345728
6521,-77.6276889256708,43.1347269169736,80150,"131 Elba St, Rochester, NY, 14608",2018,1,2300,2018-01-13T23:00:00.000Z,2018,1,1350,2018-01-14T13:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.134707,-77.6276821
6522,-77.635657911783,43.1744679341078,80165,"58 Locust St, Rochester, NY, 14613",2018,5,30,2018-05-24T00:30:00.000Z,2018,5,430,2018-05-24T04:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Multiple Dwelling,43.17450600000001,-77.6356078
6523,-77.635657911783,43.1744679341078,80166,"58 Locust St, Rochester, NY, 14613",2018,4,1900,2018-04-24T19:00:00.000Z,2018,4,600,2018-04-25T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.17450600000001,-77.6356078
6524,-77.61401357426959,43.177340306028796,80173,"6 Treyer St, Rochester, NY, 14621",2018,8,430,2018-08-07T04:30:00.000Z,2018,8,430,2018-08-07T04:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1773321,-77.61391859999999
6525,-77.61401357426959,43.177340306028796,80174,"6 Treyer St, Rochester, NY, 14621",2018,5,1037,2018-05-06T10:37:00.000Z,2018,5,1037,2018-05-06T10:37:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1773321,-77.61391859999999
6526,-77.61401357426959,43.177340306028796,80175,"6 Treyer St, Rochester, NY, 14621",2018,5,1037,2018-05-06T10:37:00.000Z,2018,5,1037,2018-05-06T10:37:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1773321,-77.61391859999999
6527,-77.56570253342791,43.16769063912189,80184,"376 Hazelwood Ter, Rochester, NY, 14609",2018,8,1030,2018-08-11T10:30:00.000Z,2018,8,1030,2018-08-11T10:30:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1676923,-77.56568089999999
6528,-77.56570253342791,43.16769063912189,80185,"376 Hazelwood Ter, Rochester, NY, 14609",2018,3,1637,2018-03-12T16:37:00.000Z,2018,3,1637,2018-03-12T16:37:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1676923,-77.56568089999999
6529,-77.62263042748691,43.1387340552349,80218,"101 Flint St, Rochester, NY, 14608",2018,8,0,2018-08-30T00:00:00.000Z,2018,9,846,2018-09-05T08:46:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.13870259999999,-77.6226686
6530,-77.57207917782829,43.176088105890706,80223,"1856 Clifford Ave, Rochester, NY, 14609",2018,3,1200,2018-03-06T12:00:00.000Z,2018,3,1215,2018-03-06T12:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1761135,-77.5720839
6531,-77.625307495767,43.1645314352431,80239,"67 Lyell Ave, Rochester, NY, 14608",2018,2,1600,2018-02-02T16:00:00.000Z,2018,2,918,2018-02-05T09:18:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1644157,-77.6252116
6532,-77.61990068488392,43.1764188643439,80244,"159 Conkey Ave, Rochester, NY, 14621",2018,8,2330,2018-08-30T23:30:00.000Z,2018,8,630,2018-08-31T06:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1764445,-77.6199385
6533,-77.6052513657895,43.180221607452296,80259,"90 Eiffel Pl, Rochester, NY, 14621",2018,5,2350,2018-05-11T23:50:00.000Z,2018,5,0,2018-05-12T00:00:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.18020370000001,-77.6052575
6534,-77.6192446096796,43.185422909573205,80265,"53 Hooker St, Rochester, NY, 14621",2018,6,1430,2018-06-08T14:30:00.000Z,2018,6,1432,2018-06-08T14:32:00.000Z,F,Robbery 2nd: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Single Family Home,43.1854827,-77.61929479999999
6535,-77.6273687934367,43.1449085111932,80302,"262 Champlain St, Rochester, NY, 14608",2018,4,2227,2018-04-07T22:27:00.000Z,2018,4,2227,2018-04-07T22:27:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Street,43.1449996,-77.6273677
6536,-77.6141223635961,43.2479531436793,80303,"255 River St, Rochester, NY, 14612",2018,5,1300,2018-05-31T13:00:00.000Z,2018,5,1330,2018-05-31T13:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.2479315,-77.61412
6537,-77.6315866025118,43.1849645462241,80312,"1043 Lake Ave, Rochester, NY, 14613",2018,7,100,2018-07-29T01:00:00.000Z,2018,7,1430,2018-07-29T14:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1848078,-77.6311475
6538,-77.64321064713329,43.1550818425341,80317,"669 Maple St, Rochester, NY, 14611",2018,4,1515,2018-04-14T15:15:00.000Z,2018,4,1550,2018-04-14T15:50:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1550525,-77.6431977
6539,-77.59863911662771,43.1623173759009,80323,"126 Lyndhurst St, Rochester, NY, 14605",2018,6,2154,2018-06-09T21:54:00.000Z,2018,6,2154,2018-06-09T21:54:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Unknown,* No Larceny Type Specified *,Single Family Home,43.1621409,-77.5986604
6540,-77.64531197411691,43.1658961157549,80333,"24 Lois St, Rochester, NY, 14606",2018,4,1342,2018-04-08T13:42:00.000Z,2018,4,1342,2018-04-08T13:42:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,43.1659014,-77.64532059999999
6541,-77.6143215121012,43.150858742924996,80343,"207 S Plymouth Ave, Rochester, NY, 14608",2018,6,0,2018-06-10T00:00:00.000Z,2018,6,0,2018-06-11T00:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1508114,-77.6141871
6542,-77.58761672125691,43.1563044111466,80358,"571 University Ave, Rochester, NY, 14607",2018,8,1800,2018-08-31T18:00:00.000Z,2018,9,700,2018-09-01T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1564094,-77.5875303
6543,-77.5916779657954,43.153040016586,80367,"55 Meigs St, Rochester, NY, 14607",2018,5,0,2018-05-01T00:00:00.000Z,2018,5,500,2018-05-01T05:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1530728,-77.5916914
6544,-77.64107394103,43.179145673479795,80378,"421 Lexington Ave, Rochester, NY, 14613",2018,7,1530,2018-07-28T15:30:00.000Z,2018,7,2012,2018-07-28T20:12:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Unknown,43.179095,-77.6410734
6545,-77.62438248493991,43.1845869524262,80399,"1548 St Paul St, Rochester, NY, 14621",2018,8,2200,2018-08-03T22:00:00.000Z,2018,8,940,2018-08-04T09:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.184583,-77.6243021
6546,-77.64846595653509,43.1787781267791,80415,"351 Curlew St, Rochester, NY, 14613",2018,8,1200,2018-08-22T12:00:00.000Z,2018,9,1027,2018-09-29T10:27:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1787599,-77.64859899999999
6547,-77.6340401358513,43.143616460408296,80419,"545 Frost Ave, Rochester, NY, 14611",2018,4,1702,2018-04-29T17:02:00.000Z,2018,4,1702,2018-04-29T17:02:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.14354,-77.63404700000001
6548,-77.6477961402162,43.139876964762294,80451,"310 Post Ave, Rochester, NY, 14619",2018,1,1700,2018-01-30T17:00:00.000Z,2018,2,930,2018-02-01T09:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1398815,-77.64777339999999
6549,-77.6114960874017,43.18340470720679,80488,"28 Oscar St, Rochester, NY, 14621",2018,6,2248,2018-06-02T22:48:00.000Z,2018,6,2248,2018-06-02T22:48:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.18339020000001,-77.6114796
6550,-77.63463834611791,43.1935828611765,80496,"193 Ridgeway Ave, Rochester, NY, 14615",2018,7,1915,2018-07-08T19:15:00.000Z,2018,7,1915,2018-07-08T19:15:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1935951,-77.63461749999999
6551,-77.5975782044343,43.174780005707504,80518,"54 Watkin Ter, Rochester, NY, 14605",2018,5,1000,2018-05-13T10:00:00.000Z,2018,5,1530,2018-05-13T15:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1747055,-77.597568
6552,-77.6404741925282,43.1457818122112,80530,"144 Wellington Ave, Rochester, NY, 14611",2018,3,2000,2018-03-22T20:00:00.000Z,2018,3,1920,2018-03-23T19:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1457343,-77.6404475
6553,-77.59891952379029,43.1497584605529,80547,"258 Monroe Ave, Rochester, NY, 14607",2018,9,2353,2018-09-10T23:53:00.000Z,2018,9,2358,2018-09-10T23:58:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Blunt Object,* No Larceny Type Specified *,Street,43.1498156,-77.59881159999999
6554,-77.6448482788025,43.167535098071006,80576,"137 Warner St, Rochester, NY, 14606",2018,7,28,2018-07-31T00:28:00.000Z,2018,7,28,2018-07-31T00:28:00.000Z,F,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,3,Firearm,* No Larceny Type Specified *,Street,43.167538,-77.64487500000001
6555,-77.6466858509082,43.136840102920395,80598,"41 Anthony St, Rochester, NY, 14619",2018,7,1600,2018-07-07T16:00:00.000Z,2018,7,900,2018-07-08T09:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1367608,-77.64661319999999
6556,-77.61541011580421,43.1511191637225,80601,"95 Troup St, Rochester, NY, 14608",2018,6,300,2018-06-20T03:00:00.000Z,2018,6,300,2018-06-28T03:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.150954,-77.615143
6557,-77.6524324112897,43.1347646589694,80609,"50 Hillendale St, Rochester, NY, 14619",2018,6,1123,2018-06-23T11:23:00.000Z,2018,6,1135,2018-06-23T11:35:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Rifle,* No Larceny Type Specified *,Multiple Dwelling,43.1347621,-77.6524982
6558,-77.5953333421243,43.1637737681947,80630,"97 Ontario St, Rochester, NY, 14605",2018,7,1942,2018-07-09T19:42:00.000Z,2018,7,1942,2018-07-09T19:42:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1637531,-77.59531989999999
6559,-77.5953333421243,43.1637737681947,80631,"97 Ontario St, Rochester, NY, 14605",2018,7,1942,2018-07-09T19:42:00.000Z,2018,7,1942,2018-07-09T19:42:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1637531,-77.59531989999999
6560,-77.61322363818181,43.151133534482796,80640,"55 Troup St, Rochester, NY, 14608",2018,8,1700,2018-08-05T17:00:00.000Z,2018,8,930,2018-08-16T09:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1509434,-77.61325099999999
6561,-77.5701925143795,43.1595932212544,80712,"29 Herkimer St, Rochester, NY, 14609",2018,2,2300,2018-02-19T23:00:00.000Z,2018,2,630,2018-02-20T06:30:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,43.15957179999999,-77.5701586
6562,-77.59007180638021,43.190166280159595,80723,"141 Brookhaven Ter, Rochester, NY, 14621",2018,2,0,2018-02-28T00:00:00.000Z,2018,3,1400,2018-03-03T14:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.19016750000001,-77.59008209999999
6563,-77.6361694285341,43.1860735445654,80752,"185 Augustine St, Rochester, NY, 14613",2018,7,2000,2018-07-22T20:00:00.000Z,2018,7,753,2018-07-23T07:53:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1859765,-77.6361838
6564,-77.56725947974459,43.1619230956674,80762,"94 Kingston St, Rochester, NY, 14609",2018,10,100,2018-10-04T01:00:00.000Z,2018,10,100,2018-10-04T01:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1619203,-77.56727049999999
6565,-77.6441226241637,43.1697981638421,80765,"34 Delmar St, Rochester, NY, 14606",2018,5,1700,2018-05-20T17:00:00.000Z,2018,5,700,2018-05-21T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1697682,-77.6440994
6566,-77.5854769163224,43.1729493298624,80770,"43 Hempel St, Rochester, NY, 14605",2018,4,205,2018-04-14T02:05:00.000Z,2018,4,205,2018-04-14T02:05:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.1729622,-77.58547089999999
6567,-77.63614587875,43.1959716855151,80773,"261 Pullman Ave, Rochester, NY, 14615",2018,9,2126,2018-09-24T21:26:00.000Z,2018,9,2126,2018-09-24T21:26:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Not Reported,* No Larceny Type Specified *,Yard,43.1959586,-77.636191
6568,-77.6223771074878,43.141868754002104,80775,"74 Columbia Ave, Rochester, NY, 14608",2018,2,1740,2018-02-11T17:40:00.000Z,2018,2,1810,2018-02-11T18:10:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Yard,43.1418443,-77.6224
6569,-77.6454254537179,43.1929426277368,80788,"740 Flower City Park, Rochester, NY, 14615",2018,6,1900,2018-06-09T19:00:00.000Z,2018,6,1047,2018-06-10T10:47:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1929781,-77.6453243
6570,-77.6382446260862,43.1463703563966,80790,"75 Kirkland Rd, Rochester, NY, 14611",2018,2,1200,2018-02-04T12:00:00.000Z,2018,2,1220,2018-02-04T12:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1464306,-77.6382555
6571,-77.61586000273971,43.144572079356394,80795,"102 Riverferry Way, Rochester, NY, 14608",2018,2,2330,2018-02-11T23:30:00.000Z,2018,2,730,2018-02-13T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1441301,-77.6155552
6572,-77.6019936279139,43.1823289661377,80808,"40 Fairbanks St, Rochester, NY, 14621",2018,5,1930,2018-05-07T19:30:00.000Z,2018,5,930,2018-05-08T09:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1823428,-77.6019898
6573,-77.5699496826967,43.1649735025181,80828,"402 Grand Ave, Rochester, NY, 14609",2018,1,330,2018-01-06T03:30:00.000Z,2018,1,2330,2018-01-06T23:30:00.000Z,F,Grand Larceny 4th: Firearms/Rifles/Shotguns                 ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.164739,-77.5697356
6574,-77.5812162290437,43.1629283539598,80831,"366 Hayward Ave, Rochester, NY, 14609",2018,4,2222,2018-04-02T22:22:00.000Z,2018,4,2222,2018-04-02T22:22:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,43.1629081,-77.5811729
6575,-77.5812162290437,43.1629283539598,80832,"366 Hayward Ave, Rochester, NY, 14609",2018,3,543,2018-03-28T05:43:00.000Z,2018,3,543,2018-03-28T05:43:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1629081,-77.5811729
6576,-77.6308120654543,43.135022718788996,80838,"674 Seward St, Rochester, NY, 14611",2018,7,323,2018-07-30T03:23:00.000Z,2018,7,323,2018-07-30T03:23:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1349895,-77.6308249
6577,-77.6454137145712,43.175194738317394,80849,"62 Robin St, Rochester, NY, 14613",2018,8,2215,2018-08-29T22:15:00.000Z,2018,8,2300,2018-08-29T23:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1751716,-77.6454466
6578,-77.6085694689252,43.194397858513796,80874,"380 Seneca Ave, Rochester, NY, 14621",2018,5,0,2018-05-20T00:00:00.000Z,2018,5,630,2018-05-20T06:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.194435,-77.608497
6579,-77.62973341203059,43.1657846678415,80879,"120 Ambrose St, Rochester, NY, 14608",2018,3,1500,2018-03-29T15:00:00.000Z,2018,3,2359,2018-03-29T23:59:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1657637,-77.62976429999999
6580,-77.63865741349191,43.1929803195018,80883,"1430 Dewey Ave, Rochester, NY, 14615",2018,8,1745,2018-08-29T17:45:00.000Z,2018,8,1750,2018-08-29T17:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1929287,-77.6387013
6581,-77.63865741349191,43.1929803195018,80884,"1430 Dewey Ave, Rochester, NY, 14615",2018,7,1700,2018-07-03T17:00:00.000Z,2018,7,1700,2018-07-03T17:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Gas Station,43.1929287,-77.6387013
6582,-77.63865741349191,43.1929803195018,80885,"1430 Dewey Ave, Rochester, NY, 14615",2018,5,2230,2018-05-07T22:30:00.000Z,2018,5,2300,2018-05-07T23:00:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Blunt Object,* No Larceny Type Specified *,Street,43.1929287,-77.6387013
6583,-77.6536471765987,43.1456394451505,80900,"205 Depew St, Rochester, NY, 14611",2018,10,1600,2018-10-06T16:00:00.000Z,2018,10,1932,2018-10-08T19:32:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.145638,-77.6536796
6584,-77.5783761239361,43.1377254744736,80923,"1183 Monroe Ave, Rochester, NY, 14620",2018,9,2300,2018-09-27T23:00:00.000Z,2018,9,800,2018-09-28T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Parking Lot,43.136078,-77.58049799999999
6585,-77.6039585184566,43.1810197378264,80971,"12 Hoff St, Rochester, NY, 14621",2018,8,140,2018-08-11T01:40:00.000Z,2018,8,200,2018-08-11T02:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.18100520000001,-77.6039298
6586,-77.5695073174205,43.1636045491679,80979,"651 Garson Ave, Rochester, NY, 14609",2018,8,1501,2018-08-02T15:01:00.000Z,2018,8,1501,2018-08-02T15:01:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1635983,-77.5695097
6587,-77.65073935485941,43.132170635015,80990,"634 Thurston Rd, Rochester, NY, 14619",2018,7,1211,2018-07-01T12:11:00.000Z,2018,7,1211,2018-07-01T12:11:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Residential,43.1321788,-77.650774
6588,-77.6318531757393,43.152453178067596,81001,"19 Wentworth St, Rochester, NY, 14611",2018,8,2130,2018-08-07T21:30:00.000Z,2018,8,1200,2018-08-08T12:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.15242749999999,-77.631843
6589,-77.60851802764171,43.187614373612206,81028,"47 Seneca Ave, Rochester, NY, 14621",2018,8,230,2018-08-11T02:30:00.000Z,2018,8,430,2018-08-11T04:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1875879,-77.60888849999999
6590,-77.5959824981449,43.185995930136606,81034,"1453 North St, Rochester, NY, 14621",2018,1,2000,2018-01-18T20:00:00.000Z,2018,1,513,2018-01-19T05:13:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1859613,-77.5959018
6591,-77.6103015554197,43.175700432923,81068,"32 Remington St, Rochester, NY, 14621",2018,9,1,2018-09-30T00:01:00.000Z,2018,9,1,2018-09-30T00:01:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,43.1757158,-77.610226
6592,-77.630638319935,43.14359186971679,81081,"427 Frost Ave, Rochester, NY, 14611",2018,1,1900,2018-01-02T19:00:00.000Z,2018,1,745,2018-01-03T07:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1435875,-77.6306571
6593,-77.6264208476106,43.154235603823395,81084,"32 King St, Rochester, NY, 14608",2018,8,2128,2018-08-05T21:28:00.000Z,2018,8,2128,2018-08-05T21:28:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,43.1542098,-77.6263961
6594,-77.5879133134288,43.17363375160971,81094,"145 Rohr St, Rochester, NY, 14605",2018,5,1052,2018-05-11T10:52:00.000Z,2018,6,1052,2018-06-11T10:52:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.173651,-77.588093
6595,-77.5773007933876,43.175615447841,81118,"1667 Clifford Ave, Rochester, NY, 14609",2018,4,1500,2018-04-17T15:00:00.000Z,2018,4,1510,2018-04-17T15:10:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Unknown,43.17556,-77.577254
6596,-77.62881174387908,43.1931337926906,81146,"1460 Lake Ave, Rochester, NY, 14615",2018,8,2330,2018-08-12T23:30:00.000Z,2018,8,0,2018-08-13T00:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.19313520000001,-77.6288216
6597,-77.62623475610579,43.1494155679477,81156,"74 Reynolds St, Rochester, NY, 14608",2018,9,1430,2018-09-13T14:30:00.000Z,2018,9,2000,2018-09-13T20:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1494507,-77.6261146
6598,-77.5717079125747,43.1730027490685,81164,"96 Morton St, Rochester, NY, 14609",2018,5,1500,2018-05-01T15:00:00.000Z,2018,5,800,2018-05-02T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Residential,43.1730124,-77.571681
6599,-77.5943318781318,43.1441125643229,81165,"402 Pearl St, Rochester, NY, 14607",2018,8,1700,2018-08-10T17:00:00.000Z,2018,8,730,2018-08-13T07:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1441347,-77.5942902
6600,-77.5823275130671,43.18220656615151,81187,"154 Randolph St, Rochester, NY, 14621",2018,9,1230,2018-09-04T12:30:00.000Z,2018,9,1639,2018-09-04T16:39:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.1822305,-77.5822922
6601,-77.5783014119578,43.1794105400646,81190,"171 Rustic St, Rochester, NY, 14609",2018,4,1800,2018-04-18T18:00:00.000Z,2018,4,730,2018-04-19T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1793986,-77.5782735
